ident,gtdb_representative,superkingdom,phylum,class,order,family,genus,species
GCA_025457865.1,t,d__Archaea,p__Thermoplasmatota,c__EX4484-6,o__EX4484-6,f__EX4484-6,g__JALOTP01,s__JALOTP01 sp025457865
GCA_027319935.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAKARM01,s__JAKARM01 sp021822165
GCA_027306685.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__B-DKE,s__B-DKE sp021793945
GCA_902158745.1,t,d__Archaea,p__Halobacteriota,c__Methanoliparia,o__Methanoliparales,f__Methanoliparaceae,g__Methanolliviera,s__Methanolliviera sp902158745
GCA_031277345.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__Termiticorpusculum,s__Termiticorpusculum sp031277345
GCA_004195655.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__MGIII,f__CG-Epi1,g__UBA8886,s__UBA8886 sp002731655
GCA_028700095.1,t,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium_B,s__Methanobacterium_B sp028700095
GCA_027380655.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAKAFX01,s__JAKAFX01 sp021817735
GCA_027351905.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAJZVQ01,s__JAJZVQ01 sp021845575
GCF_002067035.1,t,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanoregula,s__Methanoregula sp002067035
GCA_027051235.1,f,d__Archaea,p__Hydrothermarchaeota,c__Hydrothermarchaeia,o__Hydrothermarchaeales,f__BMS3B,g__Pyrohabitans,s__Pyrohabitans sp015521615
GCA_902511005.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O2,s__MGIIb-O2 sp902511005
GCF_026013925.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halocatena,s__Halocatena marina
GCA_030615175.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__WJKC01,f__WJKC01,g__JAFCFT01,s__JAFCFT01 sp030615175
GCA_002502405.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanotrichales,f__Methanotrichaceae,g__Methanocrinis,s__Methanocrinis harundinacea_B
GCA_014729705.1,t,d__Archaea,p__Altiarchaeota,c__Altiarchaeia,o__IMC4,f__SCGC-AAA252-I15,g__WJJK01,s__WJJK01 sp014729705
GCA_018829845.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__JAHJTO01,g__JAHJTO01,s__JAHJTO01 sp018829845
GCA_013288145.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__CADDZS01,g__CADDZS01,s__CADDZS01 sp013288145
GCA_027334345.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJZIU01,s__JAJZIU01 sp021810455
GCA_027334155.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJZIZ01,s__JAJZIZ01 sp027366155
GCF_959607185.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A sp900766745
GCF_002252985.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum halodurans
GCA_023248455.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Anstonellales,f__Anstonellaceae,g__UBA10161,s__UBA10161 sp023248455
GCA_027379595.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAKAFX01,s__JAKAFX01 sp021785735
GCA_027337265.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAMCYB01,s__JAMCYB01 sp021797575
GCA_000405245.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__Aenigmatarchaeales,f__Aenigmatarchaeaceae,g__Aenigmatarchaeum,s__Aenigmatarchaeum subterraneum
GCA_002502135.1,t,d__Archaea,p__Undinarchaeota,c__Undinarchaeia,o__Undinarchaeales,f__UBA543,g__UBA543,s__UBA543 sp002502135
GCF_902410085.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax massiliensis
GCA_030752535.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__ARS49,g__GCA-2687275,s__GCA-2687275 sp030750765
GCA_025966515.1,f,d__Archaea,p__Halobacteriota,c__Syntropharchaeia,o__Alkanophagales,f__Methanospirareceae,g__QMVO01,s__QMVO01 sp003661125
GCA_023485825.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJZOD01,s__JAJZOD01 sp023485825
GCA_015659805.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__Thalassarchaeum,s__Thalassarchaeum sp004195715
GCA_005879105.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__RBG-16-68-12,f__RBG-16-68-12,g__RBG-16-68-12,s__RBG-16-68-12 sp005879065
GCA_026014595.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__A05DMB-2,s__A05DMB-2 sp026014595
GCA_009780575.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__WRKA01,s__WRKA01 sp009780575
GCA_018304565.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__GW2011-AR5,f__GW2011-AR5,g__JACPDL01,s__JACPDL01 sp018304565
GCA_028867835.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotalea,s__Nitrosotalea sp028867235
GCA_018302915.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__SCGC-AAA011-G17,f__GW2011-AR20,g__JAGVZC01,s__JAGVZC01 sp018302915
GCA_027332625.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__Micrarchaeum,s__Micrarchaeum sp023485745
GCA_030855675.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrosocosmicus,s__Nitrosocosmicus sp013694585
GCA_029856045.1,t,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Sigynarchaeales,f__SOKP01,g__6H3-1,s__6H3-1 sp029856045
GCA_002412065.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Parvarchaeales,f__Parvarchaeaceae,g__Parvarchaeum,s__Parvarchaeum acidiphilum
GCA_002494845.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina sp002499445
GCA_002497105.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium_A,s__Methanobacterium_A sp002494495
GCA_028867695.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAGWGI01,s__JAGWGI01 sp028867115
GCA_030154345.1,f,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus_A,s__Thermococcus_A bergensis
GCA_029786415.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Conexivisphaerales,f__UBA164,g__JAJZYL01,s__JAJZYL01 sp021798095
GCA_003151735.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__Termiticorpusculum,s__Termiticorpusculum sp003151735
GCA_027373395.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAJZOT01,s__JAJZOT01 sp021820245
GCF_000006805.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum
GCA_030672415.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__Bathyarchaeaceae,g__B1-G15,s__B1-G15 sp030672415
GCA_002687075.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L1,s__MGIIa-L1 sp002687075
GCA_030037815.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp030037815
GCA_018698115.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopelagicus,s__Nitrosopelagicus sp018647405
GCA_002497295.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-N1,s__MGIIb-N1 sp002497295
GCF_000151245.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A smithii
GCA_014237135.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanocomedenaceae,g__Methanocomedens,s__Methanocomedens sp014237145
GCF_000979015.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanosarcina,s__Methanosarcina mazei
GCA_018661765.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__UBA10117,f__ARS21,g__JAAZWY01,s__JAAZWY01 sp018698915
GCF_002252835.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense
GCA_027380215.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAKAFX01,s__JAKAFX01 sp021802055
GCA_027886905.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__BOG-1369,s__BOG-1369 sp027886905
GCA_902496515.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanosphaera,s__Methanosphaera sp900322125
GCA_021826685.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp021826685
GCA_031260365.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__Termiticorpusculum,s__Termiticorpusculum sp031260365
GCA_011391755.1,t,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanotrichales,f__Methanotrichaceae,g__Methanothrix,s__Methanothrix sp011391755
GCA_016185865.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__GW2011-AR4,g__GCA-2688775,s__GCA-2688775 sp016185865
GCA_028867495.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosotalea,s__Nitrosotalea okcheonensis
GCA_002697705.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L1,s__MGIIa-L1 sp002697705
GCA_016177205.1,t,d__Archaea,p__Aenigmatarchaeota,c__Aenigmatarchaeia,o__JACPZZ01,f__JACPZZ01,g__JACPZZ01,s__JACPZZ01 sp016177205
GCA_030744315.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__MGIII,f__CG-Epi1,g__UBA8886,s__UBA8886 sp002687355
GCA_024399275.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__JAKSHX01,s__JAKSHX01 sp024399275
GCA_938073845.1,t,d__Archaea,p__Thermoproteota,c__Korarchaeia,o__Korarchaeales,f__Korarchaeaceae,g__Korarchaeum,s__Korarchaeum sp938073845
GCA_016782225.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrososphaeraceae,g__Nitrosocosmicus,s__Nitrosocosmicus sp016782225
GCA_021835305.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Sysuiplasmatales,f__Sysuiplasmataceae,g__JAJZXY01,s__JAJZXY01 sp021817225
GCA_002783845.1,f,d__Archaea,p__Altiarchaeota,c__Altiarchaeia,o__Altiarchaeales,f__Altiarchaeaceae,g__Altiarchaeum,s__Altiarchaeum hamiconexum
GCA_009785285.1,f,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__Termiticorpusculum,s__Termiticorpusculum sp009781675
GCA_023247835.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__40CM-2-53-6,f__FEN-987,g__FEN-987,s__FEN-987 sp023247835
GCA_944320205.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__UBA71,s__UBA71 sp905187815
GCA_013330215.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__UBA12276,s__UBA12276 sp8261u
GCA_013153845.1,t,d__Archaea,p__Methanobacteriota_A,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae,g__Methanocaldococcus,s__Methanocaldococcus sp013153845
GCA_015521615.1,t,d__Archaea,p__Hydrothermarchaeota,c__Hydrothermarchaeia,o__Hydrothermarchaeales,f__BMS3B,g__Pyrohabitans,s__Pyrohabitans sp015521615
GCA_018695895.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp018674605
GCA_023256015.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Desulfurococcaceae,g__Thermogladius,s__Thermogladius sp023256015
GCA_003023465.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus sp003023465
GCA_028685545.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__RumEn-M2,s__RumEn-M2 sp001421175
GCA_027377235.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp021801925
GCA_030156165.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanoculleaceae,g__Methanoculleus,s__Methanoculleus sp030156625
GCA_025060975.1,t,d__Archaea,p__Thermoproteota,c__Methanomethylicia,o__Culexarchaeales,f__Culexarchaeaceae,g__Culexarchaeum,s__Culexarchaeum nevadense
GCA_013330465.1,f,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__UBA9989,g__UBA9989,s__UBA9989 sp9989u
GCA_028679325.1,t,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__UBA9949,s__UBA9949 sp028679325
GCA_019058035.1,f,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Sigynarchaeales,f__SOKP01,g__6H3-1,s__6H3-1 sp019058015
GCF_000725425.1,t,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Palaeococcus,s__Palaeococcus pacificus
GCA_030668025.1,t,d__Archaea,p__Asgardarchaeota,c__Lokiarchaeia,o__Sigynarchaeales,f__SOKP01,g__SOKP01,s__SOKP01 sp030668025
GCA_027320365.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJYVH01,s__JAJYVH01 sp023476545
GCA_027040655.1,f,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__WAPX01,s__WAPX01 sp015520485
GCF_028471785.1,f,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus,s__Thermococcus kodakarensis
GCF_900064395.1,t,d__Archaea,p__Methanobacteriota_B,c__Thermococci,o__Thermococcales,f__Thermococcaceae,g__Thermococcus_A,s__Thermococcus_A litoralis
GCA_027331235.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JACWAH01,s__JACWAH01 sp021818715
GCA_027327295.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAMCYM01,s__JAMCYM01 sp021810685
GCF_000762265.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium,s__Methanobacterium formicicum
GCF_003675875.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__QS-9-68-17,g__Halostella,s__Halostella limicola
GCA_022759265.1,f,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Sulfolobaceae,g__Acd1,s__Acd1 sp000389735
GCF_000970325.1,t,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanosarcinaceae,g__Methanococcoides,s__Methanococcoides methylutens_A
GCA_002010215.1,t,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__JdFR-37,s__JdFR-37 sp002010215
GCA_002502285.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__MGIIb-O1,s__MGIIb-O1 sp002502175
GCA_002501685.1,f,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Thalassarchaeaceae,g__Thalassarchaeum,s__Thalassarchaeum sp002714745
GCA_027021195.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__JALUUW01,s__JALUUW01 sp027021195
GCA_002505895.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium_C,s__Methanobacterium_C sp002498385
GCA_030017635.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__JACTUA01,g__JASEFH01,s__JASEFH01 sp030019205
GCA_005881655.1,f,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__40CM-2-53-6,f__40CM-2-53-6,g__40CM-2-53-6,s__40CM-2-53-6 sp005882905
GCA_026414145.1,f,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__DRVV01,s__DRVV01 sp025058315
GCA_029303145.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus limneticus
GCA_903865415.1,f,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__Bathyarchaeales,f__UBA233,g__Termiticorpusculum,s__Termiticorpusculum sp903901015
GCA_030641225.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__UBA284,g__DAOWHW01,s__DAOWHW01 sp030641225
GCA_023268395.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria_A,o__Caldarchaeales,f__Wolframiiraptoraceae,g__Terraquivivens,s__Terraquivivens tengchongensis
GCA_027012045.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Acidilobaceae,g__WALW01,s__WALW01 sp027012045
GCF_028330485.1,f,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense
GCA_002494495.1,t,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium_A,s__Methanobacterium_A sp002494495
GCA_024464205.1,t,d__Archaea,p__Thermoproteota,c__Methanomethylicia,o__Methanomethylicales,f__Methanomethylicaceae,g__Methanomethylicus,s__Methanomethylicus sp024464205
GCA_026552955.1,t,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanoperedenaceae,g__Methanoperedens,s__Methanoperedens sp026552955
GCF_002208625.1,t,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_B,s__Methanobrevibacter_B sp002208625
GCA_003157375.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobacterium_B,s__Methanobacterium_B sp003158115
GCA_027338205.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAJZAB01,s__JAJZAB01 sp021799635
GCA_019322995.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__ARS49,g__WJKI01,s__WJKI01 sp019322995
GCA_026015185.1,t,d__Archaea,p__Thermoproteota,c__Bathyarchaeia,o__40CM-2-53-6,f__RBG-13-38-9,g__JAOZGX01,s__JAOZGX01 sp026015185
GCA_016784665.1,f,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp014384555
GCA_023145185.1,t,d__Archaea,p__Thermoplasmatota,c__EX4484-6,o__EX4484-6,f__EX4484-6,g__JAGLEG01,s__JAGLEG01 sp023145185
GCF_013391085.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Natronomonas,s__Natronomonas halophila
GCA_021818475.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__RBG-13-33-26,s__RBG-13-33-26 sp021818475
GCA_027309885.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__Cuniculiplasma,s__Cuniculiplasma divulgatum
GCA_027339745.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__UBA183,g__UBA183,s__UBA183 sp027339745
GCA_003978865.1,t,d__Archaea,p__Halobacteriota,c__Archaeoglobi,o__Archaeoglobales,f__Archaeoglobaceae,g__WAPX01,s__WAPX01 sp003978865
GCF_020217425.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Halomicrobium,s__Halomicrobium urmianum
GCF_000337075.1,t,d__Archaea,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum hochstenium
GCF_018435085.1,f,d__Archaea,p__Halobacteriota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanospirillaceae,g__Methanospirillum,s__Methanospirillum sp012520015
GCA_027316665.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__Micrarchaeum_A,s__Micrarchaeum_A acidiphilum_A
GCA_009784745.1,t,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__WRKA01,s__WRKA01 sp009784745
GCA_022769885.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Methanomassiliicoccales,f__Methanomethylophilaceae,g__Methanomethylophilus,s__Methanomethylophilus alvus
GCA_016180165.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__JACPBV01,g__JACPBV01,s__JACPBV01 sp016180165
GCA_028822845.1,t,d__Archaea,p__Thermoplasmatota,c__Poseidoniia,o__Poseidoniales,f__Poseidoniaceae,g__MGIIa-L1,s__MGIIa-L1 sp028822845
GCA_018813975.1,t,d__Archaea,p__Iainarchaeota,c__Iainarchaeia,o__Iainarchaeales,f__JAGVWC01,g__JAHJAQ01,s__JAHJAQ01 sp018813975
GCA_027369255.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__GCA-001856825,g__JAKAUZ01,s__JAKAUZ01 sp021817415
GCA_022841105.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanotrichales,f__Methanotrichaceae,g__Methanothrix,s__Methanothrix soehngenii
GCA_028571485.1,f,d__Archaea,p__Halobacteriota,c__Methanosarcinia,o__Methanosarcinales,f__Methanocomedenaceae,g__Methanocomedens,s__Methanocomedens sp009649835
GCA_015661645.1,t,d__Archaea,p__Thermoproteota,c__Thermoprotei_A,o__Sulfolobales,f__Pyrodictiaceae,g__Pyrodictium,s__Pyrodictium delaneyi_A
GCA_902514095.1,t,d__Archaea,p__Thermoproteota,c__Nitrososphaeria,o__Nitrososphaerales,f__Nitrosopumilaceae,g__Nitrosopumilus,s__Nitrosopumilus sp902514095
GCA_030047275.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp030043505
GCA_021844865.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__Thermoplasmatales,f__Thermoplasmataceae,g__JAKAFX01,s__JAKAFX01 sp021802055
GCA_027335105.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAKATK01,s__JAKATK01 sp021801355
GCA_018304045.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Pacearchaeales,f__GW2011-AR1,g__CABMGE01,s__CABMGE01 sp018304045
GCA_023459575.1,f,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanobrevibacter_A,s__Methanobrevibacter_A smithii
GCA_021735165.1,t,d__Archaea,p__Nanoarchaeota,c__Nanoarchaeia,o__Woesearchaeales,f__21-14-0-10-32-9,g__JAIPET01,s__JAIPET01 sp021735165
GCA_028867255.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__CABMGC01,g__JAJZNA01,s__JAJZNA01 sp028866935
GCA_027336985.1,f,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Micrarchaeales,f__Micrarchaeaceae,g__JAJYXL01,s__JAJYXL01 sp021801785
GCA_027376895.1,f,d__Archaea,p__Thermoplasmatota,c__Thermoplasmata,o__UBA184,f__UBA184,g__UBA184,s__UBA184 sp021791335
GCA_026396355.1,t,d__Archaea,p__Micrarchaeota,c__Micrarchaeia,o__Anstonellales,f__Anstonellaceae,g__JAPLWY01,s__JAPLWY01 sp026396355
